ds,yhat,yhat_lower,yhat_upper,Store
2010-02-05,1935147.2896598321,1720628.9074299778,2133703.878924909,13
2010-02-12,1954203.694205727,1741434.094017679,2154415.7072954266,13
2010-02-19,1904072.8343641283,1689128.645568957,2104963.156518789,13
2010-02-26,1866285.3438960582,1664717.1154951337,2078858.2725441963,13
2010-03-05,1855506.9561615302,1655600.083858899,2068514.5807010457,13
2010-03-12,1846266.0081105,1650109.8947472768,2056185.6163594148,13
2010-03-19,1837104.6719599161,1622744.2822110313,2050700.3725467985,13
2010-03-26,1854566.3306870202,1624853.3040744253,2063091.3295125589,13
2010-04-02,1902635.7218084252,1695021.8782242646,2110385.252005849,13
2010-04-09,1941675.983899766,1731324.5597912893,2142055.9070834094,13
2010-04-16,1933565.2498432752,1733109.9779191986,2131994.526453184,13
2010-04-23,1892099.2257474791,1679509.2462287694,2108681.6545297117,13
2010-04-30,1867524.7810195263,1660003.4322314868,2074861.4939640975,13
2010-05-07,1883710.1918851999,1690892.0842438503,2101520.5807438614,13
2010-05-14,1911636.7709969566,1688234.0190796747,2123948.954766333,13
2010-05-21,1914173.634938775,1704430.272217403,2108169.856712745,13
2010-05-28,1900364.814409486,1698927.5117449565,2103294.174457501,13
2010-06-04,1913910.0447178895,1708451.89687282,2111636.834307689,13
2010-06-11,1969518.2058445085,1762953.9226082647,2163195.4574494334,13
2010-06-18,2023240.6312896914,1795633.5893035792,2218359.0131741897,13
2010-06-25,2020346.6830135875,1807900.4518801,2233045.53361398,13
2010-07-02,1961611.362361593,1771537.853773826,2147806.660589795,13
2010-07-09,1902578.2454269207,1694129.9373009095,2104700.4975296976,13
2010-07-16,1886925.5580883166,1672884.3331425064,2093483.7599055811,13
2010-07-23,1900627.9535349659,1700968.4097608298,2117081.429470112,13
2010-07-30,1904130.4266887044,1697510.854260925,2117203.843437595,13
2010-08-06,1893970.532868077,1678191.8015788225,2098310.6831662636,13
2010-08-13,1905537.2632526455,1696381.6261671435,2105726.4271829757,13
2010-08-20,1950986.9260179684,1755309.3002109053,2150675.4221701487,13
2010-08-27,1981139.0986446792,1756122.8786058635,2187250.794869137,13
2010-09-03,1936003.1334312884,1737848.772052716,2140636.2813206366,13
2010-09-10,1828127.0816798704,1627131.7334826342,2026737.022784582,13
2010-09-17,1746877.945061926,1536530.887044556,1963641.5135114114,13
2010-09-24,1763378.365629251,1577405.191202651,1975563.6583489391,13
2010-10-01,1846210.0446880462,1631949.4951772597,2059787.5237534258,13
2010-10-08,1896991.6567625531,1696488.9767511154,2117005.6140167234,13
2010-10-15,1868899.8784889707,1661729.5876152467,2080206.154868121,13
2010-10-22,1823710.3652505244,1620152.8584243571,2028578.054212925,13
2010-10-29,1853356.5125733416,1655869.475524026,2063083.3994029155,13
2010-11-05,1964006.858880931,1759021.7003096426,2177812.916271852,13
2010-11-12,2072587.6297177542,1866442.990248531,2296538.7876651874,13
2010-11-19,2126299.0138012674,1920053.0978407585,2328606.2091901684,13
2010-11-26,2190005.47758512,1978220.478896723,2391305.1616836227,13
2010-12-03,2371082.41134251,2156305.837703279,2556335.0225368305,13
2010-12-10,2653598.624724816,2447241.032569494,2861246.734402546,13
