ds,yhat,yhat_lower,yhat_upper,Store
2010-02-05,309034.20046533,274976.0615110714,338569.7308555374,5
2010-02-12,317208.01754974405,284809.8747775314,349320.3396989474,5
2010-02-19,307407.1556671011,275677.4449408809,338668.67211718234,5
2010-02-26,295710.83575544524,263307.57644654927,327406.4331688459,5
2010-03-05,292024.4460840856,259763.02395005443,324643.7945892309,5
2010-03-12,293787.1522841718,262318.8156724013,324562.6681654147,5
2010-03-19,295339.1431423988,262222.44723656715,325561.87297052704,5
2010-03-26,297198.1407644273,267744.49362625263,327982.0221162928,5
2010-04-02,303182.1913410437,271258.5281348341,333865.92337313853,5
2010-04-09,311640.63115118066,283156.8147495269,343116.81697200856,5
2010-04-16,314823.4727856916,284124.0562544799,343409.7494544826,5
2010-04-23,308325.87516614585,278524.9825679641,340975.58760780137,5
2010-04-30,297929.93052291527,264916.780937416,329350.4640083249,5
2010-05-07,293927.33348799637,262685.9715949052,325455.1238109882,5
2010-05-14,299381.4508694482,267113.88290847547,330496.9941532803,5
2010-05-21,306969.5508515082,275896.57223592163,339094.6944274375,5
2010-05-28,308219.76323068124,278948.6896599356,339089.3458430853,5
2010-06-04,303301.78241922345,272111.0316876538,333200.3413103638,5
2010-06-11,299318.04634675296,265555.2837265819,329773.5994610255,5
2010-06-18,300158.84931746323,268981.7982604357,331137.75469285605,5
2010-06-25,301508.35783706245,270260.34701480565,331482.2738567651,5
2010-07-02,297133.8890407815,264856.8025603315,327248.7497838006,5
2010-07-09,287554.12092595466,257215.70466572148,316334.67901516915,5
2010-07-16,279519.2584070724,247335.9103910352,310968.37888451054,5
2010-07-23,277494.2779210417,246229.6771577754,311651.3456004563,5
2010-07-30,278993.27263002575,248192.16397584302,311018.6557766625,5
2010-08-06,279812.9835073372,244172.92440312903,310585.4682897266,5
2010-08-13,281104.6228002512,248286.36563501466,313188.7301009713,5
2010-08-20,287449.8539343486,258382.70258899333,316093.317971292,5
2010-08-27,297996.7665162902,266423.04710711737,328327.3633858713,5
2010-09-03,303726.8265921083,271492.80207026174,332819.01134966797,5
2010-09-10,296963.4955223651,266301.4091780683,327940.07011503936,5
2010-09-17,282226.4932553534,248988.07717656228,313381.47027869895,5
2010-09-24,273383.4759108705,241444.93892827278,303393.7105591846,5
2010-10-01,278301.5801204621,249155.34338394483,312979.1357344154,5
2010-10-08,289211.20021800365,258366.02244415108,320902.28146142024,5
2010-10-15,291917.99621090654,260111.78762314457,323420.6200003052,5
2010-10-22,284096.3317450835,252766.0916812694,314507.5597871851,5
2010-10-29,280303.4549798544,249486.4828229978,311989.467143809,5
2010-11-05,296200.57800205937,265052.15840365336,327246.07372078963,5
2010-11-12,329876.0230412152,299737.8738695069,359931.7289864125,5
2010-11-19,362707.60032855644,331879.4382227359,394387.033472941,5
2010-11-26,379123.4875789437,349675.9171617328,412065.24306213076,5
2010-12-03,381605.78328874864,351285.1776972917,411060.4039140676,5
2010-12-10,382997.27705645666,351608.85368900106,413152.36960575747,5
2010-12-17,386299.06671751535,356092.98742318654,416933.7984726098,5
2010-12-24,378170.3972002212,346377.2349421449,410851.3718707698,5
2010-12-31,345862.6905507195,316513.9976482559,378163.5618634353,5
2011-01-07,297831.8960017719,265244.9889290258,328114.2602783089,5
2011-01-14,261935.21372100373,229015.17306670215,292735.68144684465,5
2011-01-21,260510.9779052458,230012.43146962335,291281.781546418,5
2011-01-28,288885.0932714605,257594.68701912058,319211.04192809854,5
2011-02-04,320603.0424002618,289932.81107372354,348318.39316574374,5
2011-02-11,332980.41749919206,301197.1743636267,362208.486236945,5
2011-02-18,325312.8569756982,292088.76770182844,355896.9233722877,5
2011-02-25,312855.4839343772,281367.22857497196,344845.22683445865,5
2011-03-04,307630.60418683436,279027.88063370757,338978.09482732276,5
2011-03-11,308920.15466570854,278001.16696682107,340211.39826288685,5
2011-03-18,310687.591069934,280769.2774027281,342002.3351704082,5
2011-03-25,312184.10784959747,281182.62514568097,342234.32911632006,5
2011-04-01,317333.9291940182,286673.703027261,350018.58283915697,5
2011-04-08,325855.02038541815,293700.1631866687,356446.6716378037,5
2011-04-15,330569.2596178972,299396.63224780024,361806.79670946306,5
2011-04-22,325693.4515403486,295089.64254170854,354365.16551169544,5
2011-04-29,315260.382692101,285177.1010460112,345695.09082588507,5
2011-05-06,309611.7310389543,279883.5822996973,340398.5925997001,5
2011-05-13,313734.97854082764,281884.4796507743,345925.0398639607,5
2011-05-20,321752.35210812703,287490.21914585045,350743.74497269694,5
2011-05-27,324480.16061053687,292136.85306694574,355948.1533401427,5
2011-06-03,320300.43900223955,288820.30144501326,351596.92278863525,5
2011-06-10,315717.4801205591,282873.40568517137,347208.4924345365,5
2011-06-17,315879.4093933827,286302.1421189253,346504.1264832712,5
2011-06-24,317755.9571251595,285235.92231729743,348176.44335725735,5
2011-07-01,314700.76367978763,282815.21724538587,348119.8842401982,5
2011-07-08,305719.43687715434,275191.8422867922,339537.62720865244,5
2011-07-15,296976.15386050625,265193.88742233516,330485.3125810861,5
2011-07-22,293955.86495030514,261771.17702004555,323821.03477849194,5
2011-07-29,295281.4356129803,263605.80255573406,326218.38985501137,5
2011-08-05,296411.73996977654,262877.9278882032,326708.6287782242,5
2011-08-12,297352.5682755709,264994.30385471793,326758.5825972455,5
2011-08-19,302671.36851348716,271846.4413955942,334989.8044515964,5
2011-08-26,313036.3606719202,282181.56067240215,344323.6706280283,5
2011-09-02,320489.7441309138,288390.07354570896,351204.09034908895,5
2011-09-09,316120.95454333024,284182.62668018794,348001.7037446744,5
2011-09-16,301970.55822618573,269420.38427990803,332923.7919504312,5
2011-09-23,291185.87454831443,257318.36499612778,322948.92590930365,5
2011-09-30,293852.18372746615,259792.04580884933,326487.2269894389,5
2011-10-07,304873.78067884047,272248.04304169747,336158.4108112003,5
2011-10-14,309830.6304577202,276761.6892053792,341049.321921672,5
2011-10-21,303275.4736268277,273198.95004525257,332883.5083026994,5
2011-10-28,297420.98455860384,264404.6837542626,329467.132316547,5
2011-11-04,309376.0921460093,278857.4756873509,340233.9781072214,5
2011-11-11,341037.6781458707,306739.58996963175,373854.4641093321,5
2011-11-18,375627.242639284,343988.1283963771,406202.57804455556,5
2011-11-25,395429.3905800562,364170.1126653831,427036.76892928645,5
2011-12-02,399571.11808995996,365450.3941566619,428186.019605551,5
2011-12-09,400503.511595937,368796.53213981795,430932.1032846331,5
2011-12-16,404159.5623894734,372830.98131184303,435208.3501272351,5
2011-12-23,399435.7313340635,369160.06479547545,431011.145675678,5
2011-12-30,371664.13806117035,339926.92354184116,402278.6426790421,5
2012-01-06,324789.32513567136,290994.65777904354,354614.4021563116,5
2012-01-13,284615.3212229991,252538.00861028224,316616.16362094873,5
2012-01-20,276568.18005273823,243552.07173034962,306137.2156798762,5
2012-01-27,301295.8779355684,270575.1987633738,334501.06941787637,5
2012-02-03,334625.119516686,302949.20871988987,366865.37565043324,5
2012-02-10,351281.5922067621,318883.12822044664,385157.60798253096,5
2012-02-17,346370.43316996633,315457.2563954797,378469.20246538095,5
2012-02-24,333640.20858648326,303242.0731022751,364235.8733577187,5
2012-03-02,326906.2859325865,297929.75655189296,357899.3689960549,5
2012-03-09,327574.30253899714,296537.42316840397,359336.1015433757,5
2012-03-16,329614.0579717886,299406.9985138045,360510.3619285672,5
2012-03-23,330979.07646841486,299278.413261215,364168.7597966258,5
2012-03-30,335328.4804975799,304815.17327129125,368396.030726937,5
2012-04-06,343689.92593309906,310812.0252814006,375319.3972673019,5
2012-04-13,349757.1704788651,315943.60121274623,379206.8296003882,5
2012-04-20,346673.90889559564,313334.43875766225,376804.9461467424,5
2012-04-27,336544.6634031215,305293.30977036164,368798.0517082367,5
2012-05-04,329399.69206483103,297151.48667674133,360222.0564238589,5
2012-05-11,331954.6321567274,301319.9874445597,362294.2318791895,5
2012-05-18,340048.3716692059,308168.67409016745,372491.3548557042,5
2012-05-25,344173.5266572151,314128.2453405982,374033.8825768815,5
2012-06-01,340895.4266051682,310821.14009992185,372666.35342234245,5
2012-06-08,335823.5691914146,303773.5603925811,366706.89278398076,5
2012-06-15,335120.28649160883,304875.01647909224,368200.54028702475,5
2012-06-22,337207.56393782975,303935.62650308374,367041.31974173035,5
2012-06-29,335357.9470533171,306679.70850883855,367854.0666684794,5
2012-07-06,327119.11848391296,292299.097466201,357820.7508186871,5
2012-07-13,317784.330034851,288191.7766345769,348307.345424398,5
2012-07-20,313635.20167848846,282506.49193036795,346925.4901787316,5
2012-07-27,314539.98946358234,284848.6872849823,345452.3511304415,5
2012-08-03,315903.0872372278,285568.16466581996,345665.34812401445,5
2012-08-10,316588.33825948654,285423.5476005842,347364.499243163,5
2012-08-17,320840.58435697394,287435.52261089545,351570.35909714137,5
2012-08-24,330669.2476189227,299385.50682449515,362064.05159688456,5
2012-08-31,339446.72574625275,306115.0335118131,368019.03077341133,5
2012-09-07,337458.32667908893,306950.8398146201,369662.4943466908,5
2012-09-14,324279.6331309449,292743.2818498915,355662.3914428986,5
2012-09-21,311835.4616778434,282098.12121211184,344623.33435761445,5
2012-09-28,311992.7019955054,278742.21851754026,345928.26916715724,5
2012-10-05,322532.42652844713,290822.6653190454,353972.7629776554,5
2012-10-12,329460.542150722,298534.3758729429,361705.2780367635,5
2012-10-19,324522.48721667106,292639.6558773886,358420.23380410677,5
2012-10-26,317136.32049680705,285238.3995211077,347382.5194542798,5
2012-10-29,317877.1915313042,286081.0889375507,352087.5017887326,5
2012-11-05,335449.5640188743,301414.6464148285,367038.8778784644,5
2012-11-12,369858.6729153337,338327.9907591578,401013.95110964926,5
2012-11-19,401938.6865183067,369068.93791522016,431867.7126056403,5
2012-11-26,417131.1540294822,386537.52731650945,448144.8500167704,5
2012-12-03,419190.7585204035,389714.81828977837,448268.3394534275,5
2012-12-10,420913.4529609707,389709.8013959589,453016.1103842449,5
2012-12-17,424052.4369490751,394039.55149451474,455613.2454490739,5
2012-12-24,414534.06358254363,382982.9831078274,447755.7871810353,5
2012-12-31,380588.2860378008,349072.63160869165,412404.0103544088,5
2013-01-07,332470.38923618634,300360.28241104994,366125.45407922374,5
2013-01-14,298617.8646835292,268281.7334736648,331545.18678036454,5
