ds,yhat,yhat_lower,yhat_upper,Store
2010-02-05,1103687.2613439367,994108.6936970123,1218820.5946410436,32
2010-02-12,1098178.4021792696,988814.6774518023,1218657.878958375,32
2010-02-19,1070187.9811231976,952857.3030954807,1184451.505474803,32
2010-02-26,1060512.7934580867,941594.5612808544,1176718.2452816095,32
2010-03-05,1068994.4640449265,948380.4421269048,1180050.0253000935,32
2010-03-12,1071752.8347596088,958770.354549532,1177596.4495942406,32
2010-03-19,1061886.7480794122,953897.1531861955,1182605.5037420834,32
2010-03-26,1057849.1877291836,945025.066674795,1171861.1626472415,32
2010-04-02,1074175.4737697847,961620.3894497529,1183060.428640808,32
2010-04-09,1098594.698827983,980804.9372878127,1204247.3938752047,32
2010-04-16,1106794.6487347104,990380.2440540483,1221957.343906273,32
2010-04-23,1094069.1870544783,975000.1794336343,1209243.409901152,32
2010-04-30,1081756.2285418424,958205.2490053093,1190148.3298717784,32
2010-05-07,1090856.5260445578,982540.913480946,1205557.7565235463,32
2010-05-14,1117513.9077516505,1001053.5537600924,1227373.4639261363,32
2010-05-21,1140460.585421417,1030673.7644711351,1254372.6959558716,32
2010-05-28,1148018.7524907147,1029772.3461411297,1252600.3757503158,32
2010-06-04,1148782.1890841878,1026391.893291864,1257607.114695672,32
2010-06-11,1154463.973062524,1042826.1096867109,1264583.371065856,32
2010-06-18,1160748.4921268895,1041409.0207884635,1266865.633616217,32
2010-06-25,1152759.9129001095,1038329.4266482685,1262642.4962610141,32
2010-07-02,1127111.3881096079,1013610.1315100328,1238225.0625875792,32
2010-07-09,1100179.0118198802,987026.911935214,1216824.4727280966,32
2010-07-16,1091379.9461798347,981688.5042506873,1197677.0588666874,32
2010-07-23,1103474.7130376152,981308.3950019582,1223618.753227138,32
2010-07-30,1124190.0465117008,1011380.9734161062,1242852.459240893,32
2010-08-06,1143281.5882562068,1024178.6442575614,1245737.918333347,32
2010-08-13,1159389.0716090281,1043939.4888840354,1269803.9274414657,32
2010-08-20,1168976.2899212434,1056558.319230292,1284196.1136701528,32
2010-08-27,1158816.4194099526,1052279.3314579988,1277902.8738385716,32
2010-09-03,1120298.9231574116,1010724.8055128603,1229705.9290862451,32
2010-09-10,1069875.7354958956,960899.6466526067,1186574.4264965856,32
2010-09-17,1043255.0131996553,923263.8783953087,1151839.9630070901,32
2010-09-24,1060612.5141003777,948296.1805660733,1183388.892147715,32
2010-10-01,1101568.5081186085,992405.9599494647,1213103.7376774577,32
2010-10-08,1124559.138199761,1011603.0078057388,1246024.1504012514,32
2010-10-15,1113107.091715522,998138.0661118672,1223591.0719772999,32
2010-10-22,1094732.1289661403,989361.0089166422,1201477.144767342,32
2010-10-29,1107797.9717108775,995473.5299450043,1217214.397660453,32
2010-11-05,1155934.0002813619,1038852.37691089,1262666.7517237882,32
2010-11-12,1207888.016309585,1096781.446877191,1321501.017436816,32
2010-11-19,1244545.1844998957,1136158.253229553,1357435.8142436235,32
2010-11-26,1291171.6458407086,1174254.2989007449,1400197.2447057671,32
2010-12-03,1385116.2600265248,1277585.279266307,1498027.2391590143,32
2010-12-10,1510072.4552786385,1399284.606154571,1618958.642695458,32
2010-12-17,1580278.310565846,1460157.4973057497,1695686.3382076833,32
2010-12-24,1510412.681224117,1394791.0903116532,1619650.3555030723,32
2010-12-31,1306835.5105312346,1185909.138279061,1423265.066257767,32
2011-01-07,1080279.210057981,973189.8676144849,1191737.1207611708,32
2011-01-14,957409.7804630483,842740.4784161777,1061697.8397182054,32
2011-01-21,976305.9026840673,860666.5051311741,1089693.6223548155,32
2011-01-28,1068163.2043634932,958438.9817651077,1179692.1734824155,32
2011-02-04,1135438.8690512322,1021932.8346499471,1250526.2488477228,32
2011-02-11,1139246.84379922,1023918.6102469442,1249037.9446224272,32
2011-02-18,1111445.3988647698,992335.0442839268,1230986.8388129969,32
2011-02-25,1097234.92949311,978659.2566227826,1196478.035616312,32
2011-03-04,1104120.8372595229,989266.4752928303,1210510.271820555,32
2011-03-11,1109292.5328121583,997253.1458543491,1226900.0125970528,32
2011-03-18,1100802.6093245994,990801.8345366791,1208219.2244003892,32
2011-03-25,1094068.6601175314,987813.8552451894,1209325.7435703601,32
2011-04-01,1106857.174793766,987011.5043220412,1210583.5916425292,32
2011-04-08,1131710.9060423102,1025089.7576363981,1248447.0282483585,32
2011-04-15,1144033.4919389195,1025326.1864067257,1250793.7428145558,32
2011-04-22,1134012.3170534398,1020986.2989484471,1246646.1584163755,32
2011-04-29,1119622.7140085148,1008863.3243467336,1232629.1647426959,32
2011-05-06,1124357.3452640804,1000101.0733437301,1229934.6700793065,32
2011-05-13,1149277.6125743762,1033261.9735850085,1262025.5741503395,32
2011-05-20,1174338.5299639222,1064713.695519452,1288517.427662977,32
2011-05-27,1184497.570066248,1065414.637261682,1303009.7185337278,32
2011-06-03,1185365.3352161653,1074651.4028748118,1303572.5034223427,32
2011-06-10,1189926.6233817746,1070277.6625618127,1303595.182450247,32
2011-06-17,1197163.4645321022,1087166.0715136668,1313462.0602642111,32
2011-06-24,1192567.0055994368,1084566.4956953092,1312919.2038159613,32
2011-07-01,1169337.2876364533,1058916.8490160583,1285498.7421011056,32
2011-07-08,1140967.5303487664,1029423.790815574,1256400.7293103463,32
2011-07-15,1128119.1084369062,1016329.8149250088,1245656.5369980757,32
2011-07-22,1137152.3438922223,1026878.548049788,1251780.1977979743,32
2011-07-29,1157350.0494225293,1044917.1333989432,1266231.738801515,32
2011-08-05,1177013.2448348063,1061940.2705472622,1290639.9590751491,32
2011-08-12,1193651.9286382182,1087228.2037707088,1305854.3788469993,32
2011-08-19,1205153.2449461687,1088348.7389558612,1321807.9467889357,32
2011-08-26,1199611.7233744028,1081063.5639977772,1309043.9890345507,32
2011-09-02,1165816.099409575,1055645.7384619175,1282025.3348432584,32
2011-09-09,1115097.1594754008,1008486.003205125,1227123.9032049521,32
2011-09-16,1081778.5730101897,966386.6027992016,1191969.4728656758,32
2011-09-23,1091580.359380274,979586.8734031678,1207463.5188444061,32
2011-09-30,1131349.0273341218,1014001.5308805149,1246437.6425314879,32
