ds,yhat,yhat_lower,yhat_upper,Store
2010-02-05,999173.3376770141,869992.4432122078,1117653.287240595,22
2010-02-12,998803.3383755281,874328.6480652649,1126776.636297947,22
2010-02-19,965257.0875627152,844030.413221208,1083119.5500321356,22
2010-02-26,949516.6478165275,830133.146953054,1070662.4791048323,22
2010-03-05,958446.5450262601,832663.2712482094,1087986.415946554,22
2010-03-12,969946.9055572007,853669.2616247113,1083125.5444820442,22
2010-03-19,975176.0521841149,846471.8942986028,1090172.523255701,22
2010-03-26,988047.1308133774,866537.2375155662,1110535.0820318153,22
2010-04-02,1016444.5390599569,906275.0638790935,1136400.3018978357,22
2010-04-09,1041610.7313698186,921428.0730863261,1166667.1726195908,22
2010-04-16,1037193.6836347106,908535.7742022428,1159408.0867911843,22
2010-04-23,1003643.62904926,885709.4525299858,1123913.7502974914,22
2010-04-30,972379.8196071417,855966.203160966,1085388.1119054412,22
2010-05-07,973040.8536445448,844755.7587719678,1095694.7529341516,22
2010-05-14,1003475.5934878842,882295.179425182,1119082.33240904,22
2010-05-21,1036984.2557255841,916297.4250000814,1157315.6909105633,22
2010-05-28,1054309.6157791268,939595.82220914,1174486.0937461834,22
2010-06-04,1060265.4439999722,940524.0362627484,1178981.7061747403,22
2010-06-11,1068757.9011592804,951047.2054289457,1186934.368829716,22
2010-06-18,1080372.7647948032,960690.939177596,1197480.3439578246,22
2010-06-25,1081695.72031206,959323.8801059816,1205384.4693762402,22
2010-07-02,1063508.402749036,941712.6055763286,1179013.3924183531,22
2010-07-09,1031693.4209957153,908083.0188395863,1150767.0805709767,22
2010-07-16,999014.3546406276,871952.4588536222,1115642.681899464,22
2010-07-23,973476.6899713863,849430.3511188087,1086587.7215850337,22
2010-07-30,959807.6518003982,838605.1056712536,1077550.0136909226,22
2010-08-06,966130.9812704334,848532.9892179864,1086950.9442218237,22
2010-08-13,997312.806118346,877547.7355742524,1117777.8300589062,22
2010-08-20,1038508.6588746127,919770.1047459855,1149379.0826266818,22
2010-08-27,1055580.3462193895,936867.3636616826,1171803.4869505132,22
2010-09-03,1024391.1938147832,905298.5941932339,1138589.0439815384,22
2010-09-10,960981.7006838575,847561.1187381052,1078788.7538648725,22
2010-09-17,913250.8544624267,793933.2149523268,1021981.2999622048,22
2010-09-24,915571.4372859483,793036.1260946904,1039837.2514267396,22
2010-10-01,954975.163863901,831546.080438933,1078608.3856555528,22
2010-10-08,989057.7055162912,877317.8695014344,1109780.818263921,22
2010-10-15,995587.7708649772,876574.2259166247,1119509.0201888692,22
2010-10-22,994573.0103272296,871101.8812923416,1107036.802460224,22
2010-10-29,1017248.6853342031,901403.1036550937,1144655.6875511343,22
2010-11-05,1064082.2871034453,945887.8789453733,1188917.3199198025,22
2010-11-12,1109020.3009752065,978525.2762121265,1229878.9252500127,22
2010-11-19,1145983.192287468,1026065.2602836976,1260254.4017501466,22
2010-11-26,1211677.0762359705,1093075.6733421835,1339702.9255239158,22
2010-12-03,1340524.5421887592,1223567.1899985208,1464053.408033817,22
2010-12-10,1495457.848746211,1365356.249418317,1616056.2002080004,22
2010-12-17,1564908.0673003183,1443040.2675895873,1688234.35933933,22
2010-12-24,1453405.6087685546,1333555.8082106218,1576345.1824872582,22
2010-12-31,1183475.7935905692,1063361.2131199862,1302467.270400612,22
2011-01-07,898308.4054611286,780674.0024343889,1010216.8175163576,22
2011-01-14,750355.24088742,639681.3648918173,868986.0734936362,22
2011-01-21,780163.5060802738,667697.3077611178,897601.8592728906,22
2011-01-28,900522.3853663369,782446.4367903756,1022610.7383220881,22
2011-02-04,991470.8146211882,873825.5110846097,1112798.2948204346,22
2011-02-11,1003193.3073468258,888612.7725678255,1114299.7519575886,22
2011-02-18,971003.8774097294,851271.0981605634,1095022.316024568,22
2011-02-25,950150.4917206474,824131.629018322,1068274.0856563637,22
2011-03-04,956052.0964475679,834968.447670372,1079968.17097199,22
2011-03-11,968542.98278766,848841.3649992261,1076279.695020943,22
2011-03-18,974275.3763773502,858942.3204281954,1093620.0652786482,22
2011-03-25,984566.5290062196,859893.717407737,1104027.8683473982,22
2011-04-01,1010820.7730559212,884548.2359239178,1127396.7832735707,22
2011-04-08,1038778.5235979699,917078.0911579696,1157412.0786509574,22
2011-04-15,1040702.5053223883,913736.7614463791,1152485.8315546894,22
2011-04-22,1010653.8204003033,887575.1074523247,1133405.6299904315,22
2011-04-29,976210.5902896095,855128.114816521,1104263.9972911584,22
2011-05-06,970264.5676507172,839854.3181549772,1089331.7620143371,22
2011-05-13,997016.8902952429,878181.2595661078,1120436.1926127234,22
2011-05-20,1032009.197848295,907375.3149971069,1156982.5307967735,22
2011-05-27,1052523.559593238,931739.2681637555,1172650.4478153232,22
2011-06-03,1059397.930168873,938349.7829244899,1177023.8398559513,22
2011-06-10,1066836.8767068735,946113.7530992853,1189569.1124317055,22
2011-06-17,1078668.8906145096,953869.3416282063,1201444.6740656889,22
2011-06-24,1082881.7920517332,953495.9344481332,1205420.5813946058,22
2011-07-01,1068167.7321313156,946680.2137056567,1193911.4187282107,22
2011-07-08,1037849.4326190571,915856.4036468718,1151966.357721366,22
2011-07-15,1004532.7807426536,882788.1664229009,1121102.833225692,22
2011-07-22,977394.8095801951,859297.2061816951,1098043.4159317915,22
2011-07-29,961129.8810361335,845126.2310883633,1078637.6460139358,22
2011-08-05,963213.731933753,830091.2677252905,1080413.1270875637,22
2011-08-12,990309.6029047392,862418.5988091608,1102643.8122742798,22
2011-08-19,1031912.2216611828,912331.4736674437,1150128.1825259782,22
2011-08-26,1055866.8628177892,936312.889381435,1176595.8747801364,22
2011-09-02,1033458.3273652929,909765.4648374084,1153225.7872998992,22
2011-09-09,972730.8402599464,856496.7785705276,1091466.189641763,22
2011-09-16,918618.214070295,799576.2470906348,1030335.3328683133,22
2011-09-23,911496.4046639745,786888.2350757086,1036810.2018681002,22
2011-09-30,947160.3105414745,820078.6475490922,1067855.2466033434,22
2011-10-07,985004.9922267302,859833.645311505,1099549.8759151998,22
2011-10-14,996062.3461498043,876233.0027124067,1115352.3999960045,22
2011-10-21,993751.3781192289,878754.013692018,1119794.6027575948,22
