ds,yhat,yhat_lower,yhat_upper,Store
2010-02-05,1618411.0382024127,1456327.2066994442,1776112.250884853,6
2010-02-12,1616783.2279764833,1465410.5207142301,1772899.0039170105,6
2010-02-19,1536969.9816760835,1374158.8374694232,1688230.9372042175,6
2010-02-26,1505681.1203096206,1340618.204857056,1650645.144144486,6
2010-03-05,1558134.6640071655,1407924.750103543,1731273.347886838,6
2010-03-12,1623351.149304103,1458590.6041604956,1774245.267410189,6
2010-03-19,1630936.7848051542,1465341.6047387188,1789331.1718445455,6
2010-03-26,1594592.4535773408,1443087.4420862142,1749216.8860275773,6
2010-04-02,1577608.3119337878,1424575.462538967,1746466.3343385684,6
2010-04-09,1600741.0651669332,1445771.6783118423,1761771.028459125,6
2010-04-16,1616338.9213078874,1458856.4162485546,1770240.5615927489,6
2010-04-23,1576970.5165893012,1415894.2577149924,1746119.8017940556,6
2010-04-30,1504381.4828562958,1354460.8381714479,1661277.6194219538,6
2010-05-07,1469359.3186481472,1307693.453322349,1632345.460397215,6
2010-05-14,1509778.3562086127,1349467.8773068986,1669891.8968235974,6
2010-05-21,1589671.1436837537,1425655.2963065174,1744365.9927506023,6
2010-05-28,1645535.6400077401,1486573.5537199704,1809076.0683026854,6
2010-06-04,1656923.215852416,1502082.2851629173,1816823.7320029933,6
2010-06-11,1655625.2065210352,1482308.76374693,1808108.0439992368,6
2010-06-18,1672031.111817536,1500300.780513654,1832102.6045279785,6
2010-06-25,1694019.5982503328,1525243.9402229602,1864588.79548202,6
2010-07-02,1688086.7531859209,1537762.6837499705,1852115.2449254622,6
2010-07-09,1647172.5334831332,1471840.3880593083,1807294.60611107,6
2010-07-16,1599573.6589661532,1434947.1707347517,1755005.3184546856,6
2010-07-23,1571722.273644455,1418657.1988761027,1731506.440628127,6
2010-07-30,1559376.0910904903,1394831.2165681804,1710606.6486212243,6
2010-08-06,1544128.3181436874,1390807.9196748321,1697728.731818437,6
2010-08-13,1525230.7350217602,1363789.3727939324,1687460.5107917497,6
2010-08-20,1516924.966661921,1343207.154984751,1680648.8728633686,6
2010-08-27,1515891.5636220141,1353103.437698448,1687698.2850525232,6
2010-09-03,1492454.3849977339,1327176.323791564,1652098.6314586806,6
2010-09-10,1428644.2262112945,1272234.8354747694,1591073.295256366,6
2010-09-17,1354694.011446275,1194255.8724597667,1520339.751770104,6
2010-09-24,1326008.3850032391,1176848.5935451866,1484036.9233250946,6
2010-10-01,1358212.8190495796,1191106.8437027966,1516093.9782666645,6
2010-10-08,1403046.6814392721,1232273.2727083934,1568956.5098397906,6
2010-10-15,1404578.4694355929,1246811.0271679389,1554158.3448244198,6
2010-10-22,1372619.2679604837,1224687.328473492,1548582.963353006,6
2010-10-29,1377824.7289506518,1217864.7372837514,1547371.762861903,6
2010-11-05,1467986.1217925716,1304993.8145545651,1647948.8386372367,6
2010-11-12,1607576.9228456283,1446586.7281610635,1757645.3247709747,6
2010-11-19,1722045.5973917355,1552204.7645808689,1876862.7102387717,6
2010-11-26,1794509.6908413686,1634910.9124911237,1938397.090357071,6
2010-12-03,1884941.8117543508,1735414.4045825396,2040772.4253699237,6
2010-12-10,2033612.1707284176,1889575.9620623167,2194259.8156551286,6
2010-12-17,2163118.6795698963,2003352.4571344317,2327359.5363299875,6
2010-12-24,2119993.2900087587,1956407.3167010555,2274568.5356660183,6
2010-12-31,1837617.2920763227,1674299.0855310492,1990746.1903261624,6
2011-01-07,1445165.116393912,1285819.5282985317,1594797.0641606266,6
2011-01-14,1181509.0835076594,1013489.57338405,1342240.1961327041,6
2011-01-21,1185258.1690131868,1014332.4323907861,1332936.3095760355,6
2011-01-28,1375866.84165089,1213159.8901710606,1531515.2170150147,6
2011-02-04,1547593.399226101,1387492.6268432024,1707064.9096082232,6
2011-02-11,1572535.8557810262,1418631.344962152,1727326.992144023,6
2011-02-18,1497422.61568485,1346669.2338902983,1650400.7209802722,6
2011-02-25,1452099.8228833159,1305015.3907875684,1605554.6457808542,6
2011-03-04,1493791.2630874233,1340202.7273942607,1656248.047129625,6
2011-03-11,1564587.40500613,1406619.1086104622,1730128.8777843325,6
2011-03-18,1585148.713154303,1423150.9531266529,1739996.3538061082,6
2011-03-25,1553216.6885091222,1391455.914455858,1706651.4384554771,6
2011-04-01,1530319.0652877653,1379279.8093054981,1688761.227814118,6
2011-04-08,1549596.1908595322,1392644.2119812553,1708016.7296964412,6
2011-04-15,1572543.9089633592,1424858.5161422156,1740536.2740192336,6
2011-04-22,1544999.1070279845,1386379.159004669,1690906.510811518,6
2011-04-29,1475092.75691395,1310564.19120448,1625442.5397637957,6
2011-05-06,1430108.627156328,1279734.1471655236,1592940.5484746965,6
2011-05-13,1459240.9194360017,1286713.3415381103,1610135.4794576634,6
2011-05-20,1538529.2893063973,1382094.8202357457,1714138.971973846,6
