ds,yhat,yhat_lower,yhat_upper,Store
2010-02-05,531720.8101490465,444918.35703087354,613311.5560736416,29
2010-02-12,543732.3765890682,460039.40392674954,626623.5330747627,29
2010-02-19,524591.8921744595,442720.13594727754,606861.1036075782,29
2010-02-26,508348.3315162575,421362.3263634586,594602.3645956002,29
2010-03-05,506631.463412068,420328.2156745693,588428.2506322456,29
2010-03-12,509253.6741667413,428633.83224715805,592061.0225722794,29
2010-03-19,509643.19048265874,431605.89789072506,596816.3184304868,29
2010-03-26,515348.17804631015,435366.647545499,596820.32751888,29
2010-04-02,532147.3695318232,452247.57013656927,612714.8888289884,29
2010-04-09,548873.6339707932,471127.38321472635,624650.0230423283,29
2010-04-16,547644.7017261352,467195.7772414001,634306.0611868553,29
2010-04-23,527393.4491580935,439305.9126493681,605996.33091604,29
2010-04-30,508722.3376704098,421492.0970982868,598954.1355935492,29
2010-05-07,511723.1811776374,427105.22013001225,594098.4525201814,29
2010-05-14,533671.3788741437,454380.96997176664,614462.0300740598,29
2010-05-21,553927.9354994873,471351.99114558037,635233.8982959937,29
2010-05-28,558888.6615693452,474040.80723735126,639621.9540239432,29
2010-06-04,555499.7802962336,470725.62493030366,635794.5616484188,29
2010-06-11,558224.3456645015,476142.83706186793,645126.0998110097,29
2010-06-18,568537.0450460764,483763.92048413947,653147.7778124176,29
2010-06-25,573517.2579057284,493353.1524949005,655724.4624733191,29
2010-07-02,563206.8011876743,479789.9481345121,646479.4060867601,29
2010-07-09,542386.8993842839,468389.45451145683,624214.856947237,29
2010-07-16,522498.29388915043,443926.7421726971,603362.3655988314,29
2010-07-23,507651.1430969067,422946.2409176565,591151.8541525345,29
2010-07-30,495300.420707894,408008.9765264617,579627.2025322117,29
2010-08-06,488649.25248336536,410213.6650700568,573715.9505596263,29
2010-08-13,498552.8541272643,415299.84445959696,579370.9498585616,29
2010-08-20,526984.7407952093,444688.11248344654,609458.0229076481,29
2010-08-27,553867.5126294474,470868.55194559315,633639.124271344,29
2010-09-03,551149.4865410423,467068.7478858552,636582.5031688001,29
2010-09-10,514069.37067038007,428727.0039777752,591810.7615309325,29
2010-09-17,472135.17606517265,392925.91063638,553763.1542778116,29
2010-09-24,461318.6748926273,379715.43657201057,544447.2955695834,29
2010-10-01,485925.19774516753,405609.7127795062,568560.7985621761,29
2010-10-08,514996.7661455203,437838.7113753254,595080.140444482,29
2010-10-15,519255.4841347533,442983.0796307116,607303.2452525446,29
2010-10-22,505388.77829017374,426065.33426621533,588546.409848204,29
2010-10-29,506582.55335713096,423871.7282535318,592869.490019881,29
2010-11-05,541567.3644139881,458175.75440773903,624182.5801045984,29
2010-11-12,593642.8154934003,508624.9211022508,677371.7168406126,29
2010-11-19,635814.9735395076,558351.7583843294,719596.2879167756,29
2010-11-26,668357.0825043821,588372.294499159,754836.4718101822,29
2010-12-03,716703.1699552999,633165.9225343416,799133.4572491279,29
2010-12-10,787250.0939657064,711263.7064833817,867593.1442372436,29
2010-12-17,836698.1883035499,757505.32797475,917300.1602493897,29
2010-12-24,802131.6484165676,716598.8252994363,882478.4794439777,29
2010-12-31,668301.5339214179,587496.2311237389,759104.7102719347,29
2011-01-07,498389.13917224086,421664.9786105729,575493.5849362158,29
2011-01-14,388034.5676510914,304772.42975997576,470363.52099370654,29
2011-01-21,385015.16337626835,301073.367986577,468607.85738473217,29
2011-01-28,454848.0612701988,368909.8324705283,535787.0264966124,29
2011-02-04,522867.54855888546,442675.60121102334,603937.4104484002,29
2011-02-11,543592.6709742376,461090.4376415792,622750.5647557324,29
2011-02-18,527313.6305687213,456006.17071979895,610202.8411629187,29
2011-02-25,508809.68039621273,425560.61221563636,591824.6095505998,29
2011-03-04,504919.7146705684,424072.76060083817,587245.5238942662,29
2011-03-11,507666.0796575889,424749.59822597995,588743.7505354702,29
2011-03-18,508208.7835261246,424268.0111688145,584853.5452865576,29
2011-03-25,512185.8355198588,430314.6753250434,593890.3720067651,29
2011-04-01,527305.8509952145,444875.0509826227,603417.9501468681,29
2011-04-08,545483.6880429804,459376.8015367269,619546.786515364,29
2011-04-15,548267.4936095586,467176.2179053231,625225.2114545892,29
2011-04-22,530349.568632143,447454.85664969496,608897.5673151955,29
2011-04-29,509514.2049288676,430447.58610786154,597843.1035230175,29
2011-05-06,508064.65723922855,425861.4506144647,590535.6556537743,29
2011-05-13,527916.686303303,446813.75057452486,605397.2171477113,29
2011-05-20,550002.4633128663,472432.2759529637,632633.134878852,29
2011-05-27,557743.1429352525,476406.4230698569,638316.4910666667,29
2011-06-03,554686.7801944346,475840.62925439933,640673.2156413546,29
2011-06-10,555665.9630398103,474967.493246695,639159.2461890288,29
2011-06-17,565329.8253089606,482119.80443248583,652979.214793624,29
2011-06-24,572336.547377424,487525.37672022183,649515.4129792484,29
2011-07-01,564832.2001857142,480510.2405489881,646127.117731787,29
2011-07-08,545022.3962503911,461118.52307245636,627910.7080637758,29
2011-07-15,524348.7860500214,442474.62341951294,605439.3321708728,29
2011-07-22,508744.96317951585,427968.8741759849,590265.2439792115,29
2011-07-29,496023.69481208455,414735.48209230835,578412.0123590949,29
2011-08-05,487639.76194353204,403556.9989295979,564126.7140365115,29
2011-08-12,493905.9872572913,414535.6296913726,576701.4429074656,29
2011-08-19,519868.7819170537,437557.95418002177,605345.2505683725,29
2011-08-26,549256.9974250398,468908.3620934988,628685.2170453034,29
2011-09-02,553208.4087109425,468747.79906862386,633154.0530586528,29
2011-09-09,520923.82767120237,436478.4157152977,601015.8424792729,29
2011-09-16,476827.49146599654,390072.99064000614,559094.5115228796,29
2011-09-23,458891.9033873241,381173.5818720982,544749.2345356161,29
2011-09-30,478753.91645860835,400657.3292559721,559020.1093973478,29
2011-10-07,509843.4840035846,427599.5388464086,589350.161002519,29
2011-10-14,519250.7707770608,441276.0540029532,604354.5904637065,29
2011-10-21,506469.5794739252,424428.7818711424,594373.5519364245,29
2011-10-28,502653.45591215097,418648.79239030054,586743.458016353,29
2011-11-04,531896.0596312025,451496.7853653146,615071.1470065538,29
2011-11-11,583187.1452253356,496483.02590515837,665955.0403015441,29
2011-11-18,628189.7236720421,548295.0724591363,708471.3206715826,29
2011-11-25,660868.5287829107,577223.884791025,747405.3078108277,29
2011-12-02,704706.2042501929,619470.8340709986,780626.8231262632,29
2011-12-09,773041.378171531,692622.2601256046,852761.2417358084,29
2011-12-16,831155.8902925384,748393.4122775631,914050.9099763695,29
2011-12-23,814897.1187897375,732773.4005741266,895673.8149219839,29
2011-12-30,696240.5584996686,612013.8043778443,776151.0716548593,29
2012-01-06,525611.9105762054,446237.6630611749,607614.725198332,29
2012-01-13,398837.7291954318,320119.6810484041,477335.1553836789,29
2012-01-20,376974.5910437945,294019.2860097529,463422.718055287,29
2012-01-27,439087.4123034958,361760.73375151615,524249.11496142444,29
2012-02-03,512338.03748476476,422577.7897112767,591836.8326039383,29
2012-02-10,542205.6903175192,462353.8787889905,625051.3715818531,29
2012-02-17,530025.7772607664,454188.52372652816,617489.1933139934,29
2012-02-24,509813.2531847269,436733.7971356965,593190.1934515273,29
2012-03-02,503416.9210482488,422601.72473489004,589639.1028790146,29
2012-03-09,505958.25164586265,418943.45027004345,585449.4340484958,29
2012-03-16,506876.09118960734,419524.23508266214,589527.172192599,29
2012-03-23,509429.7342458237,425879.8705514425,588856.0582537246,29
2012-03-30,522596.5335032625,442859.62135522504,611565.1340194024,29
2012-04-06,541563.2867503695,460088.20533792523,623196.1907842101,29
2012-04-13,548158.4500485141,471502.1987829469,630088.3516916335,29
2012-04-20,533198.3535113529,451874.13137094636,611062.9465221667,29
2012-04-27,510987.24648040056,424013.6956776373,588999.519154545,29
2012-05-04,505149.7411755104,424509.7840669592,584379.5927374777,29
2012-05-11,522224.22647364595,440667.29006453045,603259.946771976,29
2012-05-18,545556.384322568,467257.6340115683,629649.5657762059,29
2012-05-25,556219.0878298368,478179.4444448006,644584.4487930008,29
2012-06-01,554035.7334129994,476873.76609139465,632427.8611611001,29
2012-06-08,553434.9789204579,472792.05601715995,636135.9218330883,29
2012-06-15,562038.6754282751,484703.1476433509,643288.8852895775,29
2012-06-22,570648.3932667373,488432.4696639985,657030.3115261727,29
2012-06-29,566037.2592185526,486204.9474704862,652773.9678459858,29
2012-07-06,547650.2077522409,471550.58878515085,629883.1663038355,29
2012-07-13,526388.5506788935,436265.1589887332,609681.4480491795,29
2012-07-20,509918.6538344814,432946.6831686351,590137.4173922073,29
2012-07-27,496853.80626004696,412656.8402582807,581797.7057504135,29
2012-08-03,487109.6773737882,395742.9873390364,564755.0891399013,29
2012-08-10,489952.6410811115,409445.3343355937,567746.5698265536,29
2012-08-17,512904.3813811054,433879.15529377345,594559.5785041825,29
2012-08-24,543783.7848483622,464501.913375509,620597.3753118839,29
2012-08-31,554004.8992843705,475541.2736865096,632690.8498930461,29
2012-09-07,527358.8227163597,441906.1417975886,611192.1719698025,29
2012-09-14,482433.479579475,401996.7745146269,564213.0498131856,29
2012-09-21,457787.3824486963,376105.6756493082,534542.5895655473,29
2012-09-28,471960.11622380815,391842.86557832715,551771.4875504591,29
2012-10-05,503898.76148157544,425198.34620858793,585825.035044286,29
2012-10-12,518440.9073113813,440449.0658820636,604248.9107502326,29
2012-10-19,507859.06358195224,424186.92909135204,590606.9202782824,29
2012-10-26,499888.68701024406,426949.4147825192,583559.9166264923,29
2012-10-29,505355.4990029677,423860.2726851822,583109.2773666137,29
2012-11-05,542476.4196183939,457342.4258210894,614450.4935450508,29
2012-11-12,594586.7952925109,511191.4788058739,673970.4210871767,29
2012-11-19,635617.347909559,553650.4836220964,716141.1273785502,29
2012-11-26,668367.8376497698,591049.8054730225,754929.4410099345,29
2012-12-03,718617.332494481,637166.6099432611,802193.8147336388,29
2012-12-10,789654.3414123391,712915.6846944961,867910.9142414054,29
2012-12-17,835012.3406334042,754075.0267138645,918239.5072934323,29
2012-12-24,792933.3412873961,707395.4580468527,874950.9296396855,29
2012-12-31,653612.6647590512,571756.5306411126,736482.5251163967,29
2013-01-07,484911.51861660805,401950.1898676258,562568.7159555907,29
2013-01-14,381607.07480571955,298955.5848228393,464356.3250568346,29
