ds,yhat,yhat_lower,yhat_upper,Store
2010-02-05,1524464.0891922105,1370349.6586981663,1675513.8842672536,19
2010-02-12,1511952.3310970038,1352558.1920752486,1647197.0942315776,19
2010-02-19,1455492.1285625515,1302885.5523033128,1611099.487793793,19
2010-02-26,1428311.8751829308,1271870.1534729816,1581278.3085854496,19
2010-03-05,1426980.8739359048,1278569.4051848091,1585640.0966417592,19
2010-03-12,1413281.5027182463,1255818.1837746191,1560494.3852708112,19
2010-03-19,1389750.7756723175,1235263.1811191428,1546124.7549884815,19
2010-03-26,1399166.2726969246,1245465.3998641002,1537143.1290920437,19
2010-04-02,1455389.5798327972,1307540.2866558994,1608615.139603135,19
2010-04-09,1509018.819595198,1364186.9688746433,1656001.0115440076,19
2010-04-16,1501960.6805573928,1348801.6171205454,1649210.8008708467,19
2010-04-23,1442337.197381152,1285123.3353356745,1598794.1926678915,19
2010-04-30,1400147.853675633,1250591.6521036124,1545958.7678840205,19
2010-05-07,1425208.7362334963,1290465.0211567192,1580180.1191693912,19
2010-05-14,1489131.272902955,1346935.4352189105,1635929.744361102,19
2010-05-21,1522680.409137399,1379897.1420097214,1666462.0662856286,19
2010-05-28,1499573.8227043124,1355552.6319846762,1653546.518903604,19
2010-06-04,1462461.7597519713,1315158.0323967186,1605752.8504643743,19
2010-06-11,1463910.8678724263,1311086.6613860184,1616292.7032531353,19
2010-06-18,1501624.211496214,1349995.3091956025,1656661.0816912346,19
2010-06-25,1527402.7721303152,1383853.9064518397,1679564.4025337324,19
2010-07-02,1510143.2488856209,1356161.8345700286,1660048.0744467275,19
2010-07-09,1467866.6664117267,1320544.1253866556,1619064.8507958315,19
2010-07-16,1433819.3390337816,1278569.5399735703,1581896.3026755233,19
2010-07-23,1412771.6811489256,1261090.26055276,1553629.2272518077,19
2010-07-30,1390724.437702563,1235443.0711388357,1544474.0434356888,19
2010-08-06,1378207.3126901884,1228406.877003558,1537480.6249647767,19
2010-08-13,1413495.1992383257,1260695.9848714971,1563439.2970066715,19
2010-08-20,1507257.3004429752,1360755.729206356,1652774.8817173135,19
2010-08-27,1601594.6437704612,1455667.093897954,1757923.8870477555,19
2010-09-03,1613243.2287973822,1461061.6418676504,1759433.6187217573,19
2010-09-10,1524356.711339273,1372997.563775807,1678003.871193478,19
2010-09-17,1410986.776718471,1261196.6943555202,1573430.791089266,19
2010-09-24,1364768.9626491389,1213300.8257360854,1513948.1910470368,19
2010-10-01,1394992.3527230334,1241718.5772871254,1545519.911995013,19
2010-10-08,1429001.5152382792,1277642.7731420593,1568501.312145129,19
2010-10-15,1410181.2311089223,1264892.5024584536,1570452.999802586,19
2010-10-22,1370558.0931634982,1220844.546224168,1523810.0522035372,19
2010-10-29,1385725.215158646,1239566.6693380298,1551767.6837320938,19
2010-11-05,1471634.1870450971,1325356.7261441872,1631291.9422993888,19
2010-11-12,1560729.0968142913,1416663.8783123132,1705210.9182056205,19
2010-11-19,1595121.6824409934,1429437.96990218,1743004.3607080993,19
2010-11-26,1616328.66693425,1465382.1340334674,1754085.1285578685,19
2010-12-03,1721343.0739543687,1565472.0807062045,1880048.55831639,19
2010-12-10,1920887.6120111533,1770003.8471037063,2058544.9388790173,19
2010-12-17,2074020.362813605,1914619.076258654,2234614.216724939,19
2010-12-24,2004060.0936223764,1851571.7623082171,2149271.631752286,19
2010-12-31,1688017.8764727605,1534830.321634502,1841453.0739093698,19
2011-01-07,1309834.0643687332,1155268.8249855277,1456221.7963137254,19
2011-01-14,1105136.8387315737,953738.1455549827,1255665.9782970902,19
2011-01-21,1154005.6780934492,999691.3967267029,1302118.4817517942,19
2011-01-28,1333248.9017895763,1182637.1917300166,1487153.794884849,19
2011-02-04,1461243.1278527675,1303682.9121327803,1612288.007514927,19
2011-02-11,1466836.5740354436,1309766.1343147336,1621692.686825025,19
2011-02-18,1411447.0689619249,1262941.2391868876,1557974.7184885913,19
2011-02-25,1377408.416125235,1222224.6057293753,1535940.4341306754,19
2011-03-04,1374811.4877791936,1219563.6626275473,1526244.0972753835,19
2011-03-11,1365279.3506700909,1208766.5258954312,1507178.0291073623,19
2011-03-18,1341151.7660750991,1189976.248206124,1486036.8535439696,19
2011-03-25,1342266.0798697465,1194457.9325483725,1489315.5551991174,19
2011-04-01,1392649.018539791,1236222.077832081,1544562.213373806,19
2011-04-08,1452404.575158666,1308477.484721125,1612789.75943793,19
2011-04-15,1458523.516405122,1315683.8825958262,1605702.481206662,19
2011-04-22,1404556.0791403921,1255012.1351378395,1538687.4954536045,19
2011-04-29,1354347.6312366142,1202877.8768331762,1496773.952347433,19
2011-05-06,1367699.1578612013,1218818.1645645716,1506459.61649372,19
2011-05-13,1430259.6846755743,1288518.9782632072,1584774.4816127305,19
2011-05-20,1473845.812072367,1323593.6959353422,1626708.4006225576,19
2011-05-27,1459852.7237995053,1316462.3179912725,1604123.2972240795,19
2011-06-03,1421160.1678775193,1265582.6420727917,1565523.7205263444,19
2011-06-10,1414520.1455575181,1276429.102921823,1563825.9330551692,19
2011-06-17,1449305.400733614,1306995.2296820248,1598414.5624252604,19
2011-06-24,1481407.4573787255,1326024.7507020533,1630557.2225282632,19
2011-07-01,1472414.415417132,1320296.1807934958,1624227.5934506764,19
2011-07-08,1432470.3664548227,1276090.6656675977,1577731.8273768479,19
2011-07-15,1396152.0584627872,1245123.9452863277,1550426.6638923427,19
2011-07-22,1374455.554314524,1220426.8987686685,1528780.457110666,19
2011-07-29,1353587.760879463,1209961.833650258,1513688.727796454,19
2011-08-05,1337476.617257735,1198655.0012602923,1498984.1992538068,19
2011-08-12,1362373.5592925712,1221126.3862132696,1509546.94677521,19
2011-08-19,1448608.6513807965,1289196.8555227807,1595642.3614750032,19
2011-08-26,1550033.971811862,1394764.9618647404,1710068.156492104,19
2011-09-02,1581272.7507651295,1437613.8440844389,1726345.703404407,19
2011-09-09,1507576.921196246,1365024.2017833737,1664087.6902872173,19
2011-09-16,1391371.6060218194,1250469.890854084,1546811.5873645232,19
