ds,yhat,yhat_lower,yhat_upper,Store
2010-02-05,985919.6339866832,898680.3302525155,1070880.4581421404,26
2010-02-12,1000822.5233302441,903604.3113907567,1089044.99312388,26
2010-02-19,970435.782326162,875635.859737077,1062565.9067191957,26
2010-02-26,943995.3968853166,855605.5378952533,1032293.3968210567,26
2010-03-05,937808.4391419862,848046.9779243596,1033432.1983635834,26
2010-03-12,934894.6054792841,839022.4332652374,1025820.9120475258,26
2010-03-19,923970.1791414955,835031.910337826,1019077.1780264766,26
2010-03-26,917591.2246436966,817331.9809526246,1004561.55668022,26
2010-04-02,928690.8762495513,846216.0614192345,1021473.1236404729,26
2010-04-09,945245.9866747906,853764.8528286299,1040096.9900044343,26
2010-04-16,943173.4988942279,852344.8279456439,1045010.4056484719,26
2010-04-23,921629.1640053946,833220.6036685813,1013148.7217277765,26
2010-04-30,910946.9804757768,826346.4202301825,1007962.09765676,26
2010-05-07,938030.4957813631,844973.2014156962,1029769.6230161365,26
2010-05-14,991241.264532923,902866.3903233876,1081096.991449653,26
2010-05-21,1030445.3694755409,936035.631099255,1121180.7569729413,26
2010-05-28,1031815.3680457156,941274.9829605073,1121459.5283862017,26
2010-06-04,1013115.3316669305,928210.4936576608,1110992.3612208457,26
2010-06-11,1009661.3593174776,927209.5408254169,1097705.519162437,26
2010-06-18,1032213.1739832823,947923.0001024691,1119135.0166703982,26
2010-06-25,1058028.2271666105,961525.3098667327,1153052.1765230764,26
2010-07-02,1062409.0552048208,974383.91721585,1151921.8465772604,26
2010-07-09,1047910.8393585739,954171.8816952698,1141549.1252736528,26
2010-07-16,1036115.2655911657,952750.4679161939,1128813.1753912093,26
2010-07-23,1037781.4153011185,950304.5504569318,1123706.9306751958,26
2010-07-30,1042657.0610664058,955988.0729221351,1135272.5665812395,26
2010-08-06,1039686.2062898577,949996.3318932235,1132056.5533090576,26
2010-08-13,1034708.6375017667,952169.4192392782,1120484.3667178222,26
2010-08-20,1038700.9300809451,943915.8156013164,1129945.542704737,26
2010-08-27,1043987.4108638181,951362.3406956609,1133645.629587321,26
2010-09-03,1027498.8343261855,934524.9565499387,1115321.2057691738,26
2010-09-10,982923.4042162672,891485.597206051,1070160.666367999,26
