ds,yhat,yhat_lower,yhat_upper,Store
2010-02-05,2118926.9534333693,1923196.5579412084,2309875.9362000846,2
2010-02-12,2142059.173559655,1945361.1267488522,2321932.165943264,2
2010-02-19,2067511.6571238465,1869468.9508274335,2269744.067847811,2
2010-02-26,1999627.5674968532,1816277.5311956448,2189677.471621152,2
2010-03-05,1973435.759095999,1779990.6325888475,2148607.519233892,2
2010-03-12,1956716.3435158057,1760818.5956748608,2139420.8285522205,2
2010-03-19,1926836.422343341,1734487.9581740738,2107682.2657945505,2
2010-03-26,1906275.2905068388,1719373.1748154052,2097670.577828489,2
2010-04-02,1919829.5206251293,1738314.8622334409,2116300.417673773,2
2010-04-09,1947260.2761167174,1754758.896088637,2127439.953194498,2
2010-04-16,1943375.285964687,1762302.260540443,2127195.9058873896,2
2010-04-23,1898628.6504640612,1716874.4851019736,2097956.480315401,2
2010-04-30,1856420.94310232,1670934.9167972577,2032862.9007455425,2
2010-05-07,1861929.9117638639,1668344.8409595685,2045631.8918111247,2
2010-05-14,1908606.2526261967,1738561.0875369243,2092468.6175789658,2
2010-05-21,1950327.2363264386,1762286.1492222617,2124683.572449356,2
2010-05-28,1960074.0927464115,1776911.0444645106,2146129.133406187,2
2010-06-04,1957193.4218739988,1773523.0750788413,2125978.1772735114,2
2010-06-11,1970716.900613562,1781967.9472934322,2152945.4861942497,2
2010-06-18,1992217.4931004103,1796234.038261638,2175614.4028144167,2
2010-06-25,1983443.8940531667,1796538.191972958,2186288.2473618174,2
2010-07-02,1928380.3351917458,1738504.2782081952,2111993.308932156,2
2010-07-09,1859433.411710788,1669112.0857021948,2041035.4645948478,2
2010-07-16,1822675.879061611,1640155.1581957892,2003042.3034078872,2
2010-07-23,1828205.1370249966,1645951.2448374731,2014706.618479275,2
2010-07-30,1849046.4201887646,1651823.0643210423,2023076.8078305852,2
2010-08-06,1863964.4005351155,1686338.5594319194,2060489.2102821511,2
2010-08-13,1880700.5854351255,1677625.394445172,2066288.3532895348,2
2010-08-20,1907831.6142415444,1713225.5983246386,2085256.345844123,2
2010-08-27,1921228.258361814,1736561.5105850152,2105610.895671754,2
2010-09-03,1883919.4688412198,1692643.8942692645,2065162.370828883,2
2010-09-10,1802192.3094815803,1609254.9512033619,1979029.6966496047,2
2010-09-17,1738808.0908598425,1546424.7459196765,1925770.767936651,2
2010-09-24,1749818.6730841692,1573295.5402934044,1938785.6785378004,2
2010-10-01,1815017.0383323897,1630605.404558375,2000736.137450525,2
2010-10-08,1855018.7208826498,1677428.4434440692,2051603.2090280445,2
2010-10-15,1826101.1315842269,1629672.569244153,2012195.9654268043,2
2010-10-22,1779327.8190614197,1574949.5391424138,1944473.5651889204,2
2010-10-29,1803942.5712779781,1612826.9198682862,1991059.7601436332,2
2010-11-05,1918014.5076775942,1730915.258085606,2112805.4975187974,2
2010-11-12,2044334.1761196156,1860034.8891851804,2228246.581662256,2
2010-11-19,2110485.245253976,1912665.7344912,2310036.333693148,2
2010-11-26,2150946.2271534298,1956675.6797180756,2333496.9432624527,2
2010-12-03,2270689.0548271723,2081063.4273400167,2443933.9683186444,2
2010-12-10,2494204.403640881,2304573.4444582034,2679942.8179868455,2
2010-12-17,2679823.671191781,2496543.567999742,2878276.775536945,2
2010-12-24,2626808.3575617075,2437817.8212532913,2817694.200150275,2
2010-12-31,2284394.5512390835,2086843.908873375,2484093.8731479673,2
2011-01-07,1838156.3042876003,1642612.261187001,2025203.6806443776,2
2011-01-14,1565608.815169122,1388486.256346098,1751941.9921313217,2
2011-01-21,1598225.3435073975,1407961.019201271,1785469.7701138963,2
2011-01-28,1826655.4132423257,1640857.884153521,2002902.9589178704,2
2011-02-04,2030326.769130915,1853260.9037792403,2218436.244012422,2
2011-02-11,2080838.3091524944,1906913.2032250615,2263389.2489916673,2
2011-02-18,2015386.7536027753,1814632.419131452,2199375.4240030698,2
2011-02-25,1941072.979850743,1748324.1389976847,2123803.3281277553,2
2011-03-04,1908808.2393139987,1720943.9788058228,2104005.5368524306,2
2011-03-11,1893347.0914121158,1717098.0306950456,2072230.5661600446,2
2011-03-18,1865295.7363181678,1691655.0935115898,2061339.6638902302,2
2011-03-25,1840486.0838840795,1666281.6264682557,2031365.3361516874,2
2011-04-01,1848194.0037141293,1667689.7229362954,2022612.2410390612,2
2011-04-08,1876777.044257626,1680414.1438811892,2065129.4954679147,2
2011-04-15,1881130.429121504,1699000.444605151,2064319.4000877957,2
2011-04-22,1841894.9472497615,1652159.8285078579,2023106.118803426,2
2011-04-29,1795571.54646895,1609470.8971547321,1967381.8293697601,2
2011-05-06,1791801.0836704394,1602782.5366838106,1986401.472647126,2
2011-05-13,1834611.661293635,1653989.6288403063,2050052.9978749147,2
2011-05-20,1881031.5009085522,1699389.1980633964,2075014.3523583612,2
2011-05-27,1896776.1217532791,1697818.6608640964,2093433.2477287564,2
2011-06-03,1894453.6451510775,1703226.9062527574,2081421.805277972,2
2011-06-10,1905223.7048974656,1719335.9353046734,2093673.7260953502,2
2011-06-17,1928780.944408668,1755207.0098721955,2123865.2402146533,2
2011-06-24,1928856.2750128773,1751109.9255999427,2101111.0914989645,2
2011-07-01,1882292.859264662,1699467.4919838018,2065244.2482453433,2
2011-07-08,1813419.8204741222,1631935.5981445264,2016031.3602213298,2
2011-07-15,1770104.1605575355,1575948.7623389724,1952336.376766046,2
2011-07-22,1770805.4305957279,1568537.36525074,1963819.8018011856,2
2011-07-29,1792592.1215184566,1609509.8545237815,1996783.3035358782,2
2011-08-05,1810485.6962232601,1623385.3377058997,1997800.1873744216,2
2011-08-12,1827440.0661231864,1624564.2324739306,2006520.797612449,2
2011-08-19,1855185.6723642128,1660124.8935572768,2037147.61654638,2
2011-08-26,1875859.5814575509,1685836.7374287823,2070124.7517591165,2
2011-09-02,1851158.7855479433,1662872.9833546437,2043178.1405969583,2
2011-09-09,1776058.2140130897,1583263.7000571666,1945468.1141365336,2
2011-09-16,1706045.8323610655,1506807.9281437332,1893966.3066575215,2
2011-09-23,1704768.022445517,1522799.6472871664,1895756.1686512234,2
2011-09-30,1767575.7316490286,1578839.7396067164,1961750.5587274653,2
2011-10-07,1820055.7110259195,1632272.7015606028,2025915.566730451,2
2011-10-14,1804778.4062494126,1600415.841970586,1981023.582451312,2
2011-10-21,1756644.099754549,1570355.5466015858,1953859.7839788517,2
2011-10-28,1766419.0015222437,1568372.1872282308,1952775.5414229848,2
2011-11-04,1870749.3748807425,1687079.8783273937,2061532.3915152447,2
2011-11-11,2004692.3221696836,1816807.6928282194,2192881.424966494,2
2011-11-18,2085203.658272785,1892139.8912839775,2263452.8676944864,2
2011-11-25,2125422.1805195026,1927196.5621335115,2323916.6271567093,2
2011-12-02,2227385.5759951454,2043385.8900442629,2406376.8143735356,2
2011-12-09,2440771.258800567,2253362.468270108,2633257.067440862,2
2011-12-16,2651460.2191574182,2461049.9305180963,2837570.6316311117,2
2011-12-23,2654063.058550603,2464854.386327875,2842296.941494225,2
2011-12-30,2358415.279233091,2174344.8931125654,2547427.039703711,2
2012-01-06,1912296.553725518,1724036.5368929112,2101576.309745012,2
2012-01-13,1594834.465426548,1405618.3894679854,1778761.1061060217,2
2012-01-20,1577174.3059858058,1375195.4435764628,1776472.383936321,2
2012-01-27,1789043.9516685656,1605143.2346566005,1967219.6311056465,2
2012-02-03,2013850.5387225677,1825029.8545884634,2203057.4285351518,2
2012-02-10,2095780.3201141758,1907555.7038938042,2297145.3173917546,2
2012-02-17,2045765.2733722753,1860449.7473065439,2227745.578502263,2
2012-02-24,1969145.8185611921,1774504.3065557242,2150902.992182069,2
2012-03-02,1932223.3937681802,1744068.6076018312,2128067.769900139,2
2012-03-09,1919387.9846137064,1738182.7817451805,2113516.9338951674,2
2012-03-16,1896235.512022043,1708324.4577989122,2069440.8759083156,2
2012-03-23,1870734.7369695464,1684977.7353259907,2039523.2388251578,2
2012-03-30,1874263.5430742833,1683895.77420974,2060764.529959657,2
2012-04-06,1904425.2875790824,1713825.3623996852,2095479.3990401428,2
2012-04-13,1918358.524384258,1737654.6819050652,2122028.7666273643,2
2012-04-20,1887973.6646807245,1700633.2594271963,2078799.208389924,2
2012-04-27,1840773.02129003,1650521.8301334875,2024109.6503967377,2
