ds,yhat,yhat_lower,yhat_upper,Store
2010-02-05,975287.1857000273,888447.2434031935,1066434.6600968046,34
2010-02-12,999437.251700481,908727.0238105643,1090244.752143839,34
2010-02-19,974029.6701143086,890258.5256364696,1060763.217731955,34
2010-02-26,943373.3477679298,854943.1042148544,1032534.2385708446,34
2010-03-05,930748.3117843329,841893.6458476523,1015085.8760541104,34
2010-03-12,926780.2162305657,835707.8168899795,1012523.0428947299,34
2010-03-19,918970.9980388647,832061.4884877648,1006000.2633871943,34
2010-03-26,914201.9757291459,825860.4197734356,1000368.2035133126,34
2010-04-02,925398.8669114967,839262.7383397918,1010170.3702237299,34
2010-04-09,946344.5018410818,854929.1043924877,1029947.4835993578,34
2010-04-16,953678.2352920447,864993.42112211,1039262.169939767,34
2010-04-23,935896.7127724234,851251.8402637586,1030754.18638465,34
2010-04-30,910698.2921395232,824971.4175909586,999070.1127432182,34
2010-05-07,905872.3613541326,821926.8605010767,1000548.1943284408,34
2010-05-14,926416.6238029713,838593.567598064,1011226.5425156002,34
2010-05-21,949074.1786407622,861148.0997011998,1036427.734201403,34
2010-05-28,950873.2992809041,854824.0061860146,1028730.9493993622,34
2010-06-04,935469.7115521096,842778.8627819172,1024159.0600046967,34
2010-06-11,924992.7573994764,838321.284753441,1018232.0415660851,34
2010-06-18,929720.2117609732,847313.4341855792,1019402.1422056783,34
2010-06-25,935370.9820497613,843345.7204858228,1021088.2682754776,34
2010-07-02,923643.6123180715,829313.145700523,1018311.2300969295,34
2010-07-09,898313.3223449985,805979.9114624336,987922.9763400068,34
2010-07-16,882741.2708214787,796982.2673653191,971033.448888397,34
2010-07-23,892146.7566601224,797289.6783321534,980573.3480307077,34
2010-07-30,915997.78786926,821990.668162689,1000846.5945785316,34
2010-08-06,931685.1516611244,842233.2285980915,1018700.6342435487,34
2010-08-13,930369.9997337796,843470.8273201016,1019307.932205675,34
2010-08-20,922357.2966307093,837342.5940907513,1016746.3643425818,34
2010-08-27,918452.7407140953,834260.6934649663,1009736.308371263,34
2010-09-03,915146.5668127851,832203.4505017019,1005260.7773101098,34
2010-09-10,903548.22884349,810083.6159342101,994430.9628257204,34
2010-09-17,887264.3601732029,800114.7796339783,976232.1859806804,34
2010-09-24,881505.1277932904,796176.3177445394,969627.0210257121,34
2010-10-01,892804.4624794851,807260.5883884045,982959.169529537,34
2010-10-08,908191.174963035,823887.2650242408,995307.7598295299,34
2010-10-15,911940.8219262959,825144.6355298578,1005827.3585604543,34
2010-10-22,909337.1754543759,821992.6807937867,992197.6295146224,34
2010-10-29,923412.3273681684,833276.1581323582,1008740.3312540773,34
2010-11-05,964864.0417250773,877245.0841714441,1055265.9236079939,34
2010-11-12,1014354.3542371236,924954.8818857298,1103097.893653666,34
2010-11-19,1045192.8184051599,956207.9227341677,1137335.6971672117,34
2010-11-26,1061282.4857057983,969659.6018524696,1148332.355406737,34
2010-12-03,1098018.80212884,1012314.8088316459,1188111.6745443463,34
2010-12-10,1174652.3087683476,1085965.2618344738,1259976.2507990592,34
2010-12-17,1251454.991633048,1164465.1874961269,1335443.545653883,34
2010-12-24,1251387.1875928382,1157560.5979216294,1344678.1129323966,34
2010-12-31,1136202.9193341057,1049432.0837630106,1224828.23929567,34
2011-01-07,958283.025667342,870714.1640980457,1049806.2545301327,34
2011-01-14,826257.7737427787,739140.8893322238,918221.0697937016,34
2011-01-21,812606.627776643,728654.965216228,897938.9979202413,34
2011-01-28,894997.8782219331,801658.2197149034,978602.7154160739,34
2011-02-04,987553.2018437176,898504.3220887706,1079418.5692532077,34
2011-02-11,1023629.0192737099,936130.3366613825,1115261.4079424816,34
2011-02-18,1003948.7384795963,920650.792576236,1090815.344692185,34
2011-02-25,971435.1439505013,885036.0394629736,1058983.2842946178,34
2011-03-04,955595.8624042945,865921.257188469,1044184.3995177571,34
2011-03-11,951384.7252345774,863685.4711824529,1037765.1450676975,34
2011-03-18,944339.9052804318,857451.9582243426,1034001.9609296434,34
2011-03-25,937865.8190013182,840487.9859051289,1027669.0710759236,34
2011-04-01,945919.2509118194,851222.1129583045,1036145.1793546893,34
2011-04-08,966650.3967666235,884050.4718945917,1057568.3895172654,34
2011-04-15,978013.0799578859,890142.531695394,1068044.886875787,34
2011-04-22,964214.4703270384,871788.1856259443,1049047.7509941885,34
2011-04-29,938117.6458772668,841547.5402144887,1019675.4122408124,34
2011-05-06,928318.2405988153,835860.7546409151,1015922.1949737743,34
2011-05-13,945466.4017182591,855801.2878011075,1038790.0129368249,34
2011-05-20,969925.1369384817,876682.9157833485,1057769.8240255048,34
2011-05-27,976067.4907517966,892434.2353375164,1068718.7729596752,34
2011-06-03,962271.088663558,867821.5563084359,1050215.645195762,34
2011-06-10,949452.0660116347,851470.1615397319,1041718.2653134904,34
2011-06-17,951914.3471839242,861203.5167980843,1031751.3188945949,34
2011-06-24,959054.768223158,864218.3703774668,1046053.7431177782,34
2011-07-01,950971.5864174627,863608.3926419435,1033387.1950337517,34
2011-07-08,926623.1311339035,832101.3961048245,1011724.448996402,34
2011-07-15,907565.4232876743,816685.5190604159,994183.2403003846,34
2011-07-22,912546.0105706115,827410.6240693437,1003718.9679120795,34
2011-07-29,935497.8992450887,846821.4447112373,1028307.6197694482,34
2011-08-05,953938.0275238728,867014.7480220271,1041252.9087058319,34
2011-08-12,955294.0507815228,863070.2404995651,1045130.507585312,34
2011-08-19,947392.3457115693,860382.0841873223,1033467.326986146,34
2011-08-26,942577.389148,855687.6184130567,1033987.3936263041,34
2011-09-02,939930.3800730271,857603.1533816233,1027629.619040797,34
2011-09-09,930055.8968137567,839573.3425903536,1015926.3561340154,34
2011-09-16,913613.9735246841,824026.6621711055,998443.3296709652,34
2011-09-23,904959.7004113906,813819.3443908452,987381.2000870198,34
2011-09-30,913671.9830077995,826789.1324460492,1001490.9743335263,34
2011-10-07,929780.6469955223,845683.1712391074,1021888.2550226236,34
2011-10-14,936000.9923851514,843614.8431922715,1023028.2729088382,34
2011-10-21,933035.9605459303,842774.0143479129,1023435.1958317743,34
2011-10-28,942563.0096683871,845981.4281024258,1027418.575595396,34
2011-11-04,979742.3661468176,895734.1303279927,1064800.7069822531,34
2011-11-11,1030099.8838452318,939158.4974275415,1116921.6856946815,34
2011-11-18,1065206.1735539362,982885.4362348751,1160196.812156684,34
2011-11-25,1081815.2164648522,994470.8906526333,1168452.7161071682,34
2011-12-02,1112191.588899279,1027707.6116530637,1201179.0915687252,34
2011-12-09,1182743.4335406155,1091998.304855009,1271393.6019295072,34
2011-12-16,1264941.7839071667,1174602.2414719933,1350295.143856571,34
2011-12-23,1283592.3154037094,1191536.2333464012,1371493.130151387,34
2011-12-30,1187826.9998652972,1098859.4932461937,1273507.2362470026,34
2012-01-06,1013663.033143084,928386.9784440615,1104018.0313821158,34
2012-01-13,865867.2706228885,772807.0613076205,952418.1116598523,34
2012-01-20,829866.8319351787,745870.6397532152,919294.1072687377,34
2012-01-27,900598.212427282,814729.4451408375,989452.5582980957,34
2012-02-03,997820.9056851891,903367.1331551156,1085633.1653705868,34
2012-02-10,1045929.428458556,957236.5860408236,1131849.4645040925,34
2012-02-17,1033515.8522104663,949876.0000143154,1117442.7267152714,34
2012-02-24,1000144.6889379033,914193.4857882812,1080418.106687263,34
2012-03-02,980846.351739317,884060.799222461,1062570.8845979169,34
